Trial,switch,t_pos,t_frequency,resp_speed,outcome_midLeft,outcome_midRight,outcome_downLeft,outcome_downRight,Pp_midLeft,Pp_midRight,Pp_downLeft,Pp_downRight
22,0,midRight,high,6.919640314247682,0,1,0,0,0.0006285459501598465,0.9993673780182937,3.5813103558586817e-06,4.947211906185692e-07
23,0,midLeft,lowA,6.28822653567066,1,0,0,0,0.6445847720209359,0.3554137783842458,1.2736527858917786e-06,1.7594203240170181e-07
24,0,midLeft,lowA,6.875217550954255,1,0,0,0,0.8736005678694216,0.12639891659846986,4.529603016270675e-07,6.257180681291718e-08
25,0,midLeft,lowA,7.22870860624619,1,0,0,0,0.9550474622773513,0.044952354379447224,1.6109024148714686e-07,2.2252959991356553e-08
26,0,midRight,high,6.328140383249408,0,1,0,0,0.3396518983613106,0.66034803643474,5.7289934259520536e-08,7.914015170722044e-09
27,0,midRight,high,6.8362096225870275,0,1,0,0,0.12079338108009113,0.879206595730857,2.0374521368645797e-08,2.814530567922016e-09
28,0,midLeft,lowA,6.5632045966194275,1,0,0,0,0.6873200453767037,0.31267994637637053,7.245969582037331e-09,1.00095617039924e-09
29,0,downRight,lowC,6.233153230608841,0,0,0,1,0.2444376509176927,0.11120110943282657,2.576947660945223e-09,0.644361237072533
30,0,midRight,high,6.271844307377082,0,1,0,0,0.08693150387227888,0.6839086617509917,9.164624791847273e-10,0.22915983346026686
31,0,downLeft,lowB,6.298155467257049,0,0,1,0,0.030916212527507342,0.24322443066395916,0.6443612370424838,0.0814981197660497
32,0,midRight,high,6.436353405484316,0,1,0,0,0.010995003588690884,0.7308612724382049,0.22915983344958019,0.028983890523524063
33,0,midLeft,lowA,6.52453614906009,1,0,0,0,0.6482714861951333,0.25992259906168874,0.0814981197622491,0.010307794980928882
34,0,midRight,high,6.5135347066797955,0,1,0,0,0.2305504696223586,0.7367997883962721,0.02898389052217242,0.003665851459196857
35,0,midLeft,lowA,6.471989149274983,1,0,0,0,0.7263539206074674,0.2620345655327548,0.010307794980448187,0.0013037188793295854
36,0,midRight,high,6.482798129714411,0,1,0,0,0.25831961003092185,0.7375508855401383,0.0036658514590259036,0.00046365296991405364
37,0,downLeft,lowB,6.229988519223058,0,0,1,0,0.09186846664325904,0.262301684792105,0.6456649555958229,0.00016489296881293074
38,0,midRight,high,6.449410197711369,0,1,0,0,0.03267198786175514,0.7376458835031827,0.2296234863035594,5.864233150276648e-05
39,0,midRight,high,6.801682263517787,0,1,0,0,0.011619425357166351,0.9066967064667508,0.08166301268983112,2.085548625170172e-05
40,0,downRight,lowC,6.3278338556805735,0,0,0,1,0.004132318064086951,0.32245649536100873,0.029042532839011877,0.6443686537358925
41,0,midRight,high,6.457397911362587,0,1,0,0,0.0014696124858057263,0.7590392659394576,0.010328650461485046,0.22916247111325172
42,0,midRight,high,6.756016849830798,0,1,0,0,0.0005226511669578591,0.9143050225388374,0.0036732684765095336,0.0814990578176952
43,0,midRight,high,6.90927221393612,0,1,0,0,0.00018587501464554276,0.9695235441961094,0.0013063566581939176,0.028984224131051166
44,0,midRight,high,7.073443442848305,0,1,0,0,6.61043603338332e-05,0.9891613909486417,0.00046459106632717995,0.010307913624697244
45,0,downLeft,lowB,6.301028141967395,0,0,1,0,2.3509272956767704e-05,0.35178413376470796,0.6445264633088154,0.003665893653519909
46,0,midRight,high,6.358156047322156,0,1,0,0,8.360808760037823e-06,0.7694693109913733,0.2292185943146003,0.001303733885266453
47,0,midLeft,lowA,6.43468603382246,1,0,0,0,0.6443642101442416,0.2736531141455371,0.08151901740361434,0.00046365830660688315
48,0,midRight,high,6.457823718034989,0,1,0,0,0.22916089079981244,0.7416828917999366,0.028991322533503096,0.00016489486674776862
49,0,downRight,lowC,6.571383695932962,0,0,0,1,0.08149849579697807,0.2637711863882192,0.010310438091766537,0.6444198797230362
50,0,downLeft,lowB,6.326938894351285,0,0,1,0,0.028984024254698385,0.09380725851691354,0.6480280281684206,0.22918068905996747
51,0,midRight,high,6.458685614082407,0,1,0,0,0.010307842540918329,0.6777227341225198,0.2304638865108271,0.08150553682573478
52,0,downLeft,lowB,6.476302091034303,0,0,1,0,0.003665868373372686,0.24102447501240848,0.7263231282967613,0.028986528317457662
53,0,midRight,high,6.441603699436672,0,1,0,0,0.0013037248946661593,0.730078882931009,0.2583086590916237,0.010308733082701225
54,0,midRight,high,6.783646142987983,0,1,0,0,0.0004636551092009135,0.9040055877414979,0.09186457206475027,0.0036661850845510074
55,0,midLeft,lowA,6.2265327755224575,1,0,0,0,0.6445261304461805,0.32149942922571084,0.03267060279867077,0.0013038375294379353
56,0,downRight,lowC,6.351535022562727,0,0,0,1,0.22921847593574446,0.1143376594061655,0.011618932775043955,0.6448249318830461
57,0,midRight,high,6.455338279191928,0,1,0,0,0.08151897530350444,0.6850241405044868,0.004132142882790127,0.2293247413092187
58,0,downRight,lowC,6.50544263060553,0,0,0,1,0.02899130756107208,0.2436211381483211,0.0014695501845459731,0.7259180041060609
59,0,midRight,high,6.540909849123944,0,1,0,0,0.010310432766989685,0.7310023569973286,0.0005226290102148894,0.2581645812254668
60,0,midRight,high,6.762435374561572,0,1,0,0,0.0036667895581693278,0.9043340109163681,0.00018586713484887462,0.0918133323906137
61,0,midRight,high,6.9662615787737,0,1,0,0,0.0013040525036879923,0.9659774659540096,6.610155797269121e-05,0.032652379984329793
62,0,downLeft,lowB,6.302718477484367,0,0,1,0,0.0004637716196682787,0.34353903135156083,0.6443847449928828,0.011612452035888187
63,0,midRight,high,6.536473479510644,0,1,0,0,0.0001649351652647872,0.7665370329660162,0.22916819378798742,0.004129838080731607
64,0,midLeft,lowA,6.166408522066164,1,0,0,0,0.644419894054751,0.2726102824149959,0.0815010930226609,0.0014687305075922683
65,0,downLeft,lowB,6.312948530400487,0,0,1,0,0.2291806941568808,0.09695078369642005,0.6733461846453823,0.0005223375013167819
66,0,midLeft,lowA,6.579761712317697,1,0,0,0,0.7258667753549489,0.03447945681315569,0.23946800436891053,0.00018576346298486554
67,0,midRight,high,6.20266796171364,0,1,0,0,0.2581463622957768,0.6566234680962699,0.08516410491971413,6.606468823918774e-05
68,0,midRight,high,6.7487048649383805,0,1,0,0,0.09180685303299041,0.8778819948531987,0.03028765694978875,2.3495164022091134e-05
69,0,downLeft,lowB,6.343339641346308,0,0,1,0,0.032650075673597775,0.3122088669583959,0.6551327015769304,8.3557910759582e-06
70,0,midLeft,lowA,6.3684502835398575,1,0,0,0,0.6559728692502235,0.11103357533120978,0.23299058377536225,2.9716432045086273e-06
71,0,midRight,high,6.365800046710661,0,1,0,0,0.23328937996764298,0.683849080130285,0.0828604830705579,1.056831514171104e-06
72,0,downRight,lowC,6.217878955078451,0,0,0,1,0.08296674657885442,0.2432032411300566,0.029468399724282113,0.6443616125668069
73,0,midLeft,lowA,6.250272248465868,1,0,0,0,0.6738674278635091,0.08649249990201899,0.010480105233885924,0.22915996700058605
74,0,midLeft,lowA,6.768151238589529,1,0,0,0,0.8840146153789292,0.03076008569844759,0.0037271316644595575,0.08149816725816367
75,0,midRight,high,6.116990884751176,0,1,0,0,0.31438986453785334,0.6553007155528429,0.001325512495742968,0.028983907413560737
76,0,midLeft,lowA,6.600133152431554,1,0,0,0,0.7561704593296464,0.23305033605797015,0.0004714036247027828,0.010307800987680638
77,0,midRight,high,6.514979307192598,0,1,0,0,0.26892352698747063,0.7272429700150023,0.0001676494020966313,0.0036658535954306234
78,0,downRight,lowC,6.512901559827342,0,0,0,1,0.09563963055564642,0.25863579046271545,5.9622626026855076e-05,0.6456649563556113
79,0,downLeft,lowB,6.322043087463551,0,0,1,0,0.03401315993169575,0.09198091266099656,0.6443824408335381,0.22962348657376958
80,0,midRight,high,6.440045002997084,0,1,0,0,0.012096398133470326,0.6770732147409937,0.22916737433960765,0.08166301278592833
81,0,downRight,lowC,6.39567163848008,0,0,0,1,0.004301948072371569,0.2407934807428339,0.08150080159505255,0.673403769589742
82,0,downRight,lowC,6.7796417269944875,0,0,0,1,0.0015299394921678283,0.08563549569809767,0.028984844285873973,0.8838497205238606
83,0,midRight,high,6.699520165434205,0,1,0,0,0.0005441057888930696,0.6748165384997905,0.010308134175791472,0.31433122153552495
84,0,midRight,high,6.735181424328181,0,1,0,0,0.00019350510985729493,0.8843521559118355,0.0036659720900383006,0.1117883668882689
85,0,downRight,lowC,6.354138403960559,0,0,0,1,6.88179179586757e-05,0.31450990703553416,0.00130376178033285,0.6841175132661742
86,0,downRight,lowC,6.867117828514934,0,0,0,1,2.4474319234565055e-05,0.11185191437850889,0.0004636682271737983,0.8876599430750827
87,0,midRight,high,6.497699004404331,0,1,0,0,8.704016624784967e-06,0.6841401132170131,0.00016489839488591744,0.3156862843714763
88,0,midRight,high,6.8855465800007805,0,1,0,0,3.0954857080370777e-06,0.8876679804936494,5.8644261224652955e-05,0.112270279759418
89,0,midRight,high,7.079149068857599,0,1,0,0,1.1008747089678877e-06,0.9600503795056295,2.0856172535606914e-05,0.039927663447125894
90,0,downRight,lowC,6.40029888344789,0,0,0,1,3.9151372002736285e-07,0.3414311296571849,7.41726340738941e-06,0.6585610615656876
91,0,midRight,high,6.665837718019372,0,1,0,0,1.3923745519903257e-07,0.7657873814143052,2.6378663851515267e-06,0.23420984148185436
92,0,midRight,high,6.956173460057748,0,1,0,0,4.951823636971813e-08,0.9167049139808061,9.381275389222627e-07,0.08329409837341856
93,0,midRight,high,7.13516472829615,0,1,0,0,1.7610604342503904e-08,0.9703770386205457,3.336345177444561e-07,0.029622610134332247
94,0,midRight,high,7.1454439180708125,0,1,0,0,6.263013549042169e-09,0.9894649266502176,1.1865336727930721e-07,0.010534948433401588
95,0,downLeft,lowB,6.332966130117236,0,0,1,0,2.227370393008822e-09,0.35189208282622875,0.644361278914291,0.003746636032109815
96,0,midRight,high,6.563468195839988,0,1,0,0,7.921392519438201e-10,0.7695077018621101,0.22915984834081793,0.0013324490049327312
97,0,downLeft,lowB,6.423374883308313,0,0,1,0,2.8171542390957404e-10,0.2736667674273274,0.7258593617747047,0.00047387051625253447
98,0,midRight,high,6.548005468845001,0,1,0,0,1.001889249570726e-10,0.7416877474361873,0.25814372573926725,0.00016852672435653938
99,0,downLeft,lowB,6.474729871214659,0,0,1,0,3.563106536643125e-11,0.26377291324069035,0.7361671520878482,5.9934635830369827e-05
100,1,downRight,lowC,6.285757862128682,0,0,0,1,1.2671788021389228e-11,0.09380787265259077,0.2618095755384187,0.6443825517963188
101,1,midRight,lowB,6.545420406791147,0,1,0,0,4.506579020516847e-12,0.6777229525329724,0.0931096336602471,0.22916741380227373
102,1,downRight,lowC,6.38048626779694,0,0,0,1,1.6027141894957337e-12,0.24102455268763173,0.03311339496470497,0.7258620523460606
103,1,downLeft,high,6.150808499596378,0,0,1,0,5.699872922490928e-13,0.08571767383877507,0.6561376435499182,0.2581446826107368
104,1,midLeft,lowA,6.338999215951774,1,0,0,0,0.6443612367167569,0.03048452751555574,0.23334798009580732,0.09180625567188008
105,1,downRight,lowC,6.371707739210688,0,0,0,1,0.22915983333373907,0.010841479664912418,0.08298758705596304,0.6770110999453854
106,1,midRight,lowB,6.349146672955955,0,1,0,0,0.08149811972105153,0.6482168871367463,0.029513602828459988,0.24077139031374217
107,1,downLeft,high,6.2074145165578765,0,0,1,0,0.028983890507520968,0.23053105208075741,0.6548574179265065,0.0856276394852151
108,1,downLeft,high,6.719545645907806,0,0,1,0,0.01030779497523756,0.08198577826043221,0.8772539189549275,0.030452507809402646
109,1,downLeft,high,7.059576254092088,0,0,1,0,0.0036658514571728026,0.029157320787370926,0.9563467355392408,0.01083009221621543
110,1,downLeft,high,6.8906465398417795,0,0,1,0,0.0013037188786097532,0.010369473505479301,0.9844752070138904,0.003851600602020528
111,1,midRight,lowB,6.431421318997159,0,1,0,0,0.00046365296965805345,0.6480490234499433,0.3501175451056342,0.0013697784747643557
112,1,midLeft,lowA,6.18995754324701,1,0,0,0,0.6445261296852761,0.23047135324678258,0.1245153707452038,0.0004871463227374801
113,1,midRight,lowB,6.521652723382889,0,1,0,0,0.22921847566513742,0.7263257837575021,0.044282492461604026,0.00017324811575643577
114,1,downLeft,high,6.329573372331256,0,0,1,0,0.08151897520726609,0.25830960347639753,0.6601098075707076,6.161374562880607e-05
115,1,midRight,lowB,6.541458261542358,0,1,0,0,0.02899130752684599,0.7362261446411376,0.2347606355957198,2.1912236296689406e-05
116,1,downLeft,high,6.4597879927700745,0,0,1,0,0.01031043275481756,0.26183055557711343,0.7278512188274517,7.792840617329252e-06
117,1,midLeft,lowA,6.294159711626056,1,0,0,0,0.6480280262703947,0.09311709497526213,0.2588521073181436,2.7714361996119796e-06
118,1,downLeft,high,6.3059915744387185,0,0,1,0,0.2304638858358155,0.033116048497549386,0.7364190800364927,9.856301425489775e-07
119,1,downLeft,high,6.775097782492863,0,0,1,0,0.08196189134014667,0.011777350532503075,0.9062604075990653,3.5052828495100473e-07
120,1,downLeft,high,6.921451792001763,0,0,1,0,0.029148825672581924,0.004188482378135025,0.9666625672878373,1.246614457558426e-07
121,1,downLeft,high,6.987704454536331,0,0,1,0,0.01036645231336179,0.0014895866929944463,0.9881439166592013,4.433444239773423e-08
122,1,downRight,lowC,6.456315920857029,0,0,0,1,0.0036867122803608023,0.0005297547693000228,0.35142228046673873,0.6443612524836005
123,1,downRight,lowC,7.01916210090351,0,0,0,1,0.001311137795969408,0.00018840133099736725,0.12497938521543919,0.8735210756575941
124,1,downLeft,high,6.3816481799912586,0,0,1,0,0.00046629142425274315,6.700281635685881e-05,0.6888087507104984,0.31065795504889204
125,1,downLeft,high,6.635304068300221,0,0,1,0,0.00016583130545092212,2.38287987456611e-05,0.8893283289580511,0.11048201093775226
126,1,downLeft,high,7.138169930845751,0,0,1,0,5.897604038424529e-05,8.474444516437037e-06,0.9606408637801289,0.03929168573497034
127,1,downLeft,high,6.888572011142028,0,0,1,0,2.0974166065607547e-05,3.0138409673398465e-06,0.9860023654708604,0.01397364652210666
128,1,downRight,lowC,6.32081972690888,0,0,0,1,7.459226480474283e-06,1.071838674357727e-06,0.35066066185060896,0.6493308070842362
129,1,downLeft,high,6.650669108828177,0,0,1,0,2.6527900805670045e-06,3.8118738058795004e-07,0.7690697608292594,0.23092720519327947
130,1,midRight,lowB,6.3297274458383175,0,1,0,0,9.43434983503442e-07,0.6443613722815628,0.27351101862001326,0.08212666566344043
131,1,downLeft,high,6.496842808920509,0,0,1,0,3.355220507715022e-07,0.229159881545839,0.7416323571229713,0.029207425809138987
132,1,downLeft,high,6.898510902901435,0,0,1,0,1.1932464719070257e-07,0.0814981368671431,0.9081144510147545,0.010387292793455186
133,1,downLeft,high,6.852463599047793,0,0,1,0,4.243646995613495e-08,0.028983896605335777,0.9673219369952668,0.003694123962927451
134,1,midLeft,lowA,6.302298826733837,1,0,0,0,0.6443612518086079,0.010307797143856878,0.34401717736994397,0.0013137736775912603
135,1,downLeft,high,6.558025603712624,0,0,1,0,0.22915983870098633,0.0036658522284178947,0.7667070802246629,0.0004672288459329002
136,1,midLeft,lowA,6.483761349194753,1,0,0,0,0.7258593583464069,0.0013037191528944038,0.2726707578117608,0.00016616468893792825
137,1,downLeft,high,6.462670812113498,0,0,1,0,0.25814372452003165,0.0004636530672043073,0.7413335278082888,5.9094604475263274e-05
138,1,midLeft,lowA,6.519594072287702,1,0,0,0,0.7361671516542407,0.00016489300341311625,0.2636469390102938,2.1016332052307014e-05
139,1,downLeft,high,6.531606742362241,0,0,1,0,0.26180957538421107,5.864234380793367e-05,0.7381243080496411,7.474222339836709e-06
140,1,downLeft,high,6.708765569575937,0,0,1,0,0.09310963360540489,2.085549062789617e-05,0.9068668527807777,2.6581231894450296e-06
141,1,midLeft,lowA,6.485186375330197,1,0,0,0,0.6774746316617551,7.4170208945744875e-06,0.32251700598570654,9.453316437492788e-07
142,1,midRight,lowB,6.347259097801972,0,1,0,0,0.24093624016009457,0.6443638744966924,0.11469954914663635,3.3619657667570044e-07
143,1,midLeft,lowA,6.3434037119515985,1,0,0,0,0.7300475031972535,0.22916077143053315,0.04079160580767856,1.1956453474907425e-07
144,1,midLeft,lowA,6.635590295450936,1,0,0,0,0.9039944278917929,0.08149845334463521,0.014507076241788628,4.252178327072135e-08
145,1,midRight,lowB,6.313134081160876,0,1,0,0,0.3214954603505633,0.6733452458735539,0.005159278653488366,1.5122394415006054e-08
146,1,downRight,lowC,6.356076524304996,0,0,0,1,0.11433624792031641,0.23946767050525847,0.0018348394797612837,0.6443612420946638
147,1,downRight,lowC,6.791802070005446,0,0,0,1,0.04066240180885078,0.08516398618485782,0.000652540043405944,0.8735210719628854
148,1,midRight,lowB,6.33015396060473,0,1,0,0,0.014461126291434239,0.6746488514396254,0.00023206853402981596,0.31065795373491045
149,1,downLeft,high,6.3581505037161365,0,0,1,0,0.005142937069971395,0.23993128317658552,0.6444437692829935,0.11048201047044948
150,1,downLeft,high,6.685572849138708,0,0,1,0,0.0018290277792092154,0.08532886482193111,0.8735504218300802,0.039291685568779364
151,1,downLeft,high,6.86644449416429,0,0,1,0,0.0006504731774090327,0.0303462519576519,0.9550296284019364,0.013973646463002708
152,1,midLeft,lowA,6.204952046858551,1,0,0,0,0.644592570192917,0.010792303516507167,0.33964555594391344,0.004969570346662379
153,1,downLeft,high,6.477782546909042,0,0,1,0,0.22924210448510673,0.003838161475590192,0.765152362187166,0.0017673718521370933
154,1,midRight,lowB,6.251234228543285,0,1,0,0,0.08152737853157782,0.6457262357170153,0.2721178398116509,0.0006285459397560088
155,1,midRight,lowB,6.850044470231898,0,1,0,0,0.028994296074711684,0.8740065166066283,0.09677565201797833,0.0002235353006816582
156,1,downRight,lowC,6.305323279768367,0,0,0,1,0.01031149559828453,0.31083059666765367,0.03441717319962292,0.6444407345344388
157,1,downLeft,high,6.301086035138544,0,0,1,0,0.0036671675421766055,0.1105434089895399,0.6566013176289802,0.2291881058393032
158,1,downRight,lowC,6.5563315268013564,0,0,0,1,0.0013041869294528816,0.03931352126217612,0.2335128805718515,0.7258694112365194
159,1,downLeft,high,6.41419508172738,0,0,1,0,0.0004638194266810573,0.013981412081997765,0.7274074687738825,0.25814729971743866
160,1,midLeft,lowA,6.223658002827748,1,0,0,0,0.6445261888838459,0.0049723321017979116,0.2586942925978853,0.0918071864164709
161,1,downLeft,high,6.562386800511446,0,0,1,0,0.22921849671844358,0.0017683540393179861,0.7363629550045521,0.032650194237686475
162,1,downRight,lowC,6.380257406683827,0,0,0,1,0.08151898269463784,0.0006288952435903345,0.2618792106455625,0.6559729114162093
163,1,downLeft,high,6.456857018402346,0,0,1,0,0.028991310189645618,0.00022365952666530796,0.7374956353201871,0.23328939496350198
164,1,downLeft,high,6.900968804980299,0,0,1,0,0.010310433701812328,7.954199745981099e-05,0.9066432723887647,0.08296675191196318
165,1,downLeft,high,7.146123432111032,0,0,1,0,0.0036667898906284965,2.8288217605702166e-05,0.9667987288481508,0.02950619304361505
166,1,midRight,lowB,6.277795416195334,0,1,0,0,0.00130405262192336,0.644371297103279,0.3438311042715638,0.010493546003233867
167,1,midLeft,lowA,6.43814911752563,1,0,0,0,0.6448250083782716,0.22916341119715994,0.12227966870152046,0.003731911723048038
168,1,downLeft,high,6.415479829365232,0,0,1,0,0.2293247685138861,0.08149939214797372,0.6878486268682724,0.0013272124698677974
169,1,midRight,lowB,6.233341352897322,0,1,0,0,0.08155677706454095,0.6733455797484121,0.24462563498564877,0.000472008201398151
170,1,downLeft,high,6.66865637600449,0,0,1,0,0.02900475133261704,0.23946778924410012,0.7313595950102779,0.00016786441300488202
171,1,midRight,lowB,6.536774457628572,0,1,0,0,0.0103152138932758,0.7295252651295467,0.260099821884937,5.969909224035782e-05
172,1,downLeft,high,6.546500768211968,0,0,1,0,0.003668489912008824,0.2594474630746999,0.7368628157019577,2.1231311333505208e-05
173,1,downLeft,high,6.945642819872584,0,0,1,0,0.001304657215424615,0.09226957490491375,0.906418217202356,7.550677305533599e-06
174,1,midLeft,lowA,6.211994630677511,1,0,0,0,0.6448252233951567,0.03281463750787279,0.3223574537834316,2.68531353889235e-06
175,1,midLeft,lowA,6.769517226617009,1,0,0,0,0.8736860816987794,0.011670157100894453,0.11464280619874015,9.550015859999687e-07
176,1,midRight,lowB,6.365059211176258,0,1,0,0,0.31071663759331347,0.6485115969552399,0.040771425815863696,3.396355829787581e-07
177,1,downRight,lowC,6.335464510829698,0,0,0,1,0.11050288072527661,0.23063586231613398,0.014499899454456521,0.6443613575041329
178,1,downRight,lowC,6.724114422595001,0,0,0,1,0.03929910784039549,0.08202305284292097,0.005156726309717228,0.8735211130069663
179,1,downLeft,high,6.24838975562476,0,0,1,0,0.013976286110501019,0.029170577073789138,0.6461951684839332,0.3106579683317766
180,1,downLeft,high,6.6756050334250325,0,0,1,0,0.0049705091076341825,0.010374187954786805,0.8741732872759181,0.11048201566166091
181,1,downRight,lowC,6.24588093983503,0,0,0,1,0.0017677057119281246,0.003689463374310399,0.31088990678223194,0.6836529241315296
182,1,downLeft,high,6.447076908101377,0,0,1,0,0.0006286646732392013,0.0013121161916193193,0.7549257386818929,0.24313348045324856
183,1,midLeft,lowA,6.259087101603891,1,0,0,0,0.644584814243465,0.00046663937967167943,0.2684808560756702,0.08646769030119317
184,1,downRight,lowC,6.355887942068994,0,0,0,1,0.2292393461688355,0.0001659550518857904,0.09548219962003215,0.6751124991592465
185,1,downLeft,high,6.291028275121798,0,0,1,0,0.08152639756739039,5.9020049413302566e-05,0.6783184081050055,0.2400961742781908
186,1,downLeft,high,6.9218131579726085,0,0,1,0,0.02899394720582124,2.0989817382274785e-05,0.8855975564874141,0.08538750648938245
187,1,downLeft,high,7.0732025639840135,0,0,1,0,0.010311371526983786,7.464792695377578e-06,0.9593140564725797,0.030367107207741176
188,1,midRight,lowB,6.375095835908733,0,1,0,0,0.0036671234176126498,0.6443638914861965,0.34116926464433395,0.010799720451856884
189,1,downLeft,high,6.520306929209081,0,0,1,0,0.001304171237047526,0.2291607774726594,0.7656942520649878,0.0038407992253053184
190,1,downLeft,high,6.870531772379433,0,0,1,0,0.00046381384585342375,0.0814984554934495,0.9166717935741895,0.0013659370865076
191,1,midLeft,lowA,6.233272130480983,1,0,0,0,0.6445261868990873,0.02898400992120133,0.3260040230035428,0.000485780176168556
192,1,downRight,lowC,6.158317904563512,0,0,0,1,0.22921849601258643,0.010307837443371163,0.11593966756640797,0.6445339989776344
193,1,downLeft,high,6.272445789108928,0,0,1,0,0.0815189824436077,0.0036658665604873157,0.6855938767053653,0.22922127429053962
194,1,downLeft,high,6.648513803306397,0,0,1,0,0.028991310100369573,0.001303724249933848,0.8881849951427535,0.08151997050694301
195,1,downLeft,high,6.997607719999184,0,0,1,0,0.010310433670062305,0.0004636548799091117,0.9602342499560363,0.02899166149399219
196,1,downLeft,high,6.93390041303522,0,0,1,0,0.0036667898793369576,0.00016489364808121103,0.9858577578333262,0.010310558639255677
197,1,downLeft,high,7.085749853446004,0,0,1,0,0.0013040526179076508,5.864257307689762e-05,0.9949704704857891,0.003666834323226337
198,1,downLeft,high,7.106378751031866,0,0,1,0,0.00046377166028921683,2.0855572164826968e-05,0.9982113043436684,0.0013040684238775054
199,1,downLeft,high,7.044956162748709,0,0,1,0,0.00016493517971116745,7.41704989226772e-06,0.9993638704888917,0.0004637772815047884
200,2,midRight,lowA,6.329024759139455,0,1,0,0,5.865734333441247e-05,0.644363874507005,0.35541253097082715,0.00016493717883332145
201,2,downRight,lowC,6.360015547432737,0,0,0,1,2.0860825040942927e-05,0.22916077143420072,0.12639847296990434,0.6444198947708539
202,2,midRight,lowA,6.473676010527421,0,1,0,0,7.41891801863328e-06,0.7258596900624937,0.04495219660793283,0.22918069441155475
203,2,midRight,lowA,6.790994048999003,0,1,0,0,2.638454829048012e-06,0.9025050792076847,0.015986743608519538,0.08150553872896665
204,2,midLeft,high,6.241490814229205,1,0,0,0,0.6443621750533666,0.32096579022644933,0.00568550572586342,0.028986528994320693
205,2,midLeft,high,6.917881915304191,1,0,0,0,0.8735214037591648,0.11414787669242835,0.0020219862249870164,0.010308733323419954
206,2,midLeft,high,7.016298316221543,1,0,0,0,0.9550193084510831,0.04059540969832648,0.0007190966804305457,0.003666185170159919
207,2,midLeft,high,7.088604435506673,1,0,0,0,0.984003122485909,0.01443730130009763,0.0002557386541095505,0.001303837559883783
208,2,midLeft,high,7.145443071709685,1,0,0,0,0.9943108902644919,0.005134463979517206,9.095057867129346e-05,0.00046369517731957425
209,2,midLeft,high,6.842141454784443,1,0,0,0,0.9979767320494801,0.0018260144197988987,3.234555131857255e-05,0.0001649079794024315
210,2,midLeft,high,7.034423538924606,1,0,0,0,0.999280447488286,0.0006494015099950191,1.1503331868658373e-05,5.8647669850252695e-05
